NO,Kelompok,Skor_DS,Skor_FOMO,Skor_DB,Norm_DS,Norm_FOMO,Norm_DB,Kategori_Aktual
100,Umum,21,15,46,18.75,12.5,22.9166666666667,Rendah
101,Umum,21,24,77,18.75,35,55.2083333333333,Sedang
102,Umum,22,10,48,20.8333333333333,0,25,Rendah
103,Umum,28,20,54,33.3333333333333,25,31.25,Rendah
104,Umum,18,18,63,12.5,20,40.625,Sedang
105,Umum,25,20,61,27.0833333333333,25,38.5416666666667,Rendah
106,Umum,29,23,94,35.4166666666667,32.5,72.9166666666667,Tinggi
107,Umum,19,20,74,14.5833333333333,25,52.0833333333333,Sedang
108,Umum,26,21,55,29.1666666666667,27.5,32.2916666666667,Rendah
109,Umum,32,26,74,41.6666666666667,40,52.0833333333333,Sedang
110,Gamer,29,20,89,35.4166666666667,25,67.7083333333333,Tinggi
111,Umum,20,17,66,16.6666666666667,17.5,43.75,Sedang
112,Umum,33,23,67,43.75,32.5,44.7916666666667,Sedang
113,Gamer,26,14,57,29.1666666666667,10,34.375,Rendah
114,Gamer,41,18,83,60.4166666666667,20,61.4583333333333,Tinggi
115,Umum,25,27,79,27.0833333333333,42.5,57.2916666666667,Sedang
116,Umum,28,22,60,33.3333333333333,30,37.5,Rendah
117,Umum,22,21,78,20.8333333333333,27.5,56.25,Sedang
118,Umum,31,31,86,39.5833333333333,52.5,64.5833333333333,Tinggi
119,Umum,18,10,33,12.5,0,9.375,Rendah
120,Umum,29,26,61,35.4166666666667,40,38.5416666666667,Rendah
121,Umum,25,24,74,27.0833333333333,35,52.0833333333333,Sedang
122,Gamer,27,17,66,31.25,17.5,43.75,Sedang
123,Gamer,40,32,53,58.3333333333333,55,30.2083333333333,Rendah
124,Gamer,38,29,93,54.1666666666667,47.5,71.875,Tinggi
125,Gamer,31,24,58,39.5833333333333,35,35.4166666666667,Rendah
126,Umum,22,29,62,20.8333333333333,47.5,39.5833333333333,Rendah
127,Umum,18,13,34,12.5,7.5,10.4166666666667,Rendah
128,Umum,24,36,98,25,65,77.0833333333333,Tinggi
129,Gamer,25,21,70,27.0833333333333,27.5,47.9166666666667,Sedang
130,Umum,23,15,66,22.9166666666667,12.5,43.75,Sedang
